phenotype_id,phenotype_name,ecotype_id,value,replicate_id
1,root.1.combined_pca.tn2.bac_n100_glmer.fun_n100_glmerPC1,5837,3.47269215397838,1
1,root.1.combined_pca.tn2.bac_n100_glmer.fun_n100_glmerPC1,6008,1.8277828713231,1
1,root.1.combined_pca.tn2.bac_n100_glmer.fun_n100_glmerPC1,6009,4.12022102332453,1
1,root.1.combined_pca.tn2.bac_n100_glmer.fun_n100_glmerPC1,6016,3.33563951871004,1
1,root.1.combined_pca.tn2.bac_n100_glmer.fun_n100_glmerPC1,6024,-0.070203608831107,1
1,root.1.combined_pca.tn2.bac_n100_glmer.fun_n100_glmerPC1,6039,1.3113225126294,1
1,root.1.combined_pca.tn2.bac_n100_glmer.fun_n100_glmerPC1,6040,5.3433252206778,1
1,root.1.combined_pca.tn2.bac_n100_glmer.fun_n100_glmerPC1,6042,3.49471776023842,1
1,root.1.combined_pca.tn2.bac_n100_glmer.fun_n100_glmerPC1,6043,3.63004084488981,1
1,root.1.combined_pca.tn2.bac_n100_glmer.fun_n100_glmerPC1,6046,-15.108408215757,1
1,root.1.combined_pca.tn2.bac_n100_glmer.fun_n100_glmerPC1,6064,5.54180301233671,1
1,root.1.combined_pca.tn2.bac_n100_glmer.fun_n100_glmerPC1,6074,3.02173605716981,1
1,root.1.combined_pca.tn2.bac_n100_glmer.fun_n100_glmerPC1,6088,2.03190414472387,1
1,root.1.combined_pca.tn2.bac_n100_glmer.fun_n100_glmerPC1,6243,-2.86153297094062,1
1,root.1.combined_pca.tn2.bac_n100_glmer.fun_n100_glmerPC1,6909,1.40129863585603,1
1,root.1.combined_pca.tn2.bac_n100_glmer.fun_n100_glmerPC1,8222,4.18685353893148,1
1,root.1.combined_pca.tn2.bac_n100_glmer.fun_n100_glmerPC1,8230,3.01626906757234,1
1,root.1.combined_pca.tn2.bac_n100_glmer.fun_n100_glmerPC1,8231,-3.35434508975894,1
1,root.1.combined_pca.tn2.bac_n100_glmer.fun_n100_glmerPC1,8233,1.65419685240599,1
1,root.1.combined_pca.tn2.bac_n100_glmer.fun_n100_glmerPC1,8234,-0.616057690910595,1
1,root.1.combined_pca.tn2.bac_n100_glmer.fun_n100_glmerPC1,8235,6.2650025530934,1
1,root.1.combined_pca.tn2.bac_n100_glmer.fun_n100_glmerPC1,8236,3.44723281673577,1
1,root.1.combined_pca.tn2.bac_n100_glmer.fun_n100_glmerPC1,8237,4.74315598147991,1
1,root.1.combined_pca.tn2.bac_n100_glmer.fun_n100_glmerPC1,8238,3.4355007758663,1
1,root.1.combined_pca.tn2.bac_n100_glmer.fun_n100_glmerPC1,8239,-0.53370170001681,1
1,root.1.combined_pca.tn2.bac_n100_glmer.fun_n100_glmerPC1,8240,3.2859558819955,1
1,root.1.combined_pca.tn2.bac_n100_glmer.fun_n100_glmerPC1,8241,2.0130917362498,1
1,root.1.combined_pca.tn2.bac_n100_glmer.fun_n100_glmerPC1,8242,2.71842229857823,1
1,root.1.combined_pca.tn2.bac_n100_glmer.fun_n100_glmerPC1,8243,0.349317846776506,1
1,root.1.combined_pca.tn2.bac_n100_glmer.fun_n100_glmerPC1,8244,-0.0838003219327211,1
1,root.1.combined_pca.tn2.bac_n100_glmer.fun_n100_glmerPC1,8245,1.56674942576683,1
1,root.1.combined_pca.tn2.bac_n100_glmer.fun_n100_glmerPC1,8246,4.52886307589038,1
1,root.1.combined_pca.tn2.bac_n100_glmer.fun_n100_glmerPC1,8247,2.87496100226843,1
1,root.1.combined_pca.tn2.bac_n100_glmer.fun_n100_glmerPC1,8248,-0.198151058467256,1
1,root.1.combined_pca.tn2.bac_n100_glmer.fun_n100_glmerPC1,8249,-0.00560183026716007,1
1,root.1.combined_pca.tn2.bac_n100_glmer.fun_n100_glmerPC1,8251,-0.252206671029099,1
1,root.1.combined_pca.tn2.bac_n100_glmer.fun_n100_glmerPC1,8253,0.667309826960475,1
1,root.1.combined_pca.tn2.bac_n100_glmer.fun_n100_glmerPC1,8254,3.14636726714734,1
1,root.1.combined_pca.tn2.bac_n100_glmer.fun_n100_glmerPC1,8256,-0.280917287640886,1
1,root.1.combined_pca.tn2.bac_n100_glmer.fun_n100_glmerPC1,8257,2.14687659256757,1
1,root.1.combined_pca.tn2.bac_n100_glmer.fun_n100_glmerPC1,8258,4.5516721238652,1
1,root.1.combined_pca.tn2.bac_n100_glmer.fun_n100_glmerPC1,8259,1.68726168579604,1
1,root.1.combined_pca.tn2.bac_n100_glmer.fun_n100_glmerPC1,8261,-0.586839187574753,1
1,root.1.combined_pca.tn2.bac_n100_glmer.fun_n100_glmerPC1,8262,-0.596805285981646,1
1,root.1.combined_pca.tn2.bac_n100_glmer.fun_n100_glmerPC1,8263,-15.10158870523,1
1,root.1.combined_pca.tn2.bac_n100_glmer.fun_n100_glmerPC1,8264,3.01539248804349,1
1,root.1.combined_pca.tn2.bac_n100_glmer.fun_n100_glmerPC1,8265,2.10695640604317,1
1,root.1.combined_pca.tn2.bac_n100_glmer.fun_n100_glmerPC1,8266,3.56796187130394,1
1,root.1.combined_pca.tn2.bac_n100_glmer.fun_n100_glmerPC1,8268,1.61119986190251,1
1,root.1.combined_pca.tn2.bac_n100_glmer.fun_n100_glmerPC1,8269,1.88080962943185,1
1,root.1.combined_pca.tn2.bac_n100_glmer.fun_n100_glmerPC1,8270,4.44659859161877,1
1,root.1.combined_pca.tn2.bac_n100_glmer.fun_n100_glmerPC1,8271,2.54460540750043,1
1,root.1.combined_pca.tn2.bac_n100_glmer.fun_n100_glmerPC1,8272,3.39425732465713,1
1,root.1.combined_pca.tn2.bac_n100_glmer.fun_n100_glmerPC1,8274,0.36194608253351,1
1,root.1.combined_pca.tn2.bac_n100_glmer.fun_n100_glmerPC1,8275,2.12070674152427,1
1,root.1.combined_pca.tn2.bac_n100_glmer.fun_n100_glmerPC1,8276,1.4204641907985,1
1,root.1.combined_pca.tn2.bac_n100_glmer.fun_n100_glmerPC1,8277,-11.6822753129207,1
1,root.1.combined_pca.tn2.bac_n100_glmer.fun_n100_glmerPC1,8278,4.10077076662157,1
1,root.1.combined_pca.tn2.bac_n100_glmer.fun_n100_glmerPC1,8283,3.44281999989962,1
1,root.1.combined_pca.tn2.bac_n100_glmer.fun_n100_glmerPC1,8284,2.38964719779394,1
1,root.1.combined_pca.tn2.bac_n100_glmer.fun_n100_glmerPC1,8285,-0.342084541966883,1
1,root.1.combined_pca.tn2.bac_n100_glmer.fun_n100_glmerPC1,8287,-0.72135733297376,1
1,root.1.combined_pca.tn2.bac_n100_glmer.fun_n100_glmerPC1,8288,1.61930647806009,1
1,root.1.combined_pca.tn2.bac_n100_glmer.fun_n100_glmerPC1,8289,0.741881473308398,1
1,root.1.combined_pca.tn2.bac_n100_glmer.fun_n100_glmerPC1,8290,-1.05823698325472,1
1,root.1.combined_pca.tn2.bac_n100_glmer.fun_n100_glmerPC1,8291,3.51031398092035,1
1,root.1.combined_pca.tn2.bac_n100_glmer.fun_n100_glmerPC1,8292,0.28437167542158,1
1,root.1.combined_pca.tn2.bac_n100_glmer.fun_n100_glmerPC1,8293,3.93662155945217,1
1,root.1.combined_pca.tn2.bac_n100_glmer.fun_n100_glmerPC1,8294,2.06968662466612,1
